"Timestamp","Altronic Engine State","Calculated Flow with Offset","Compressor #1 Desire Flow SP For PID Murphy","Compressor #2 Desire Flow SP For PID Murphy","Hour Meter","Run Status Comp #1","Run Status Comp #2","Run Status Comp 1 2073","Run Status Comp 2 2074","Well #1 Analog Output 1","Well #2 Analog Output 2","Well #3 Analog Output 3","Well #4 Analog Output 4","Wellhead #1 Calculated Desired Flow","Wellhead #1 Choke Flow Priority #","Wellhead #1 Choke Oil Priority #","Wellhead #1 Flow Running Status Percent","Wellhead #1 Injection Differential Prs From Customer PLC","Wellhead #1 Injection Flow Rate From Customer PLC","Wellhead #1 Injection Static Pressure From Customer PLC","Wellhead #1 Injection Temp From Customer PLC","Wellhead #1 Max Flow Rate","WellHead #1 Running Status","Wellhead #1 Yesterday's Total Flow","Wellhead #1 Yesterdays Total Flow","Wellhead #2 Calculated Desired Flow","Wellhead #2 Injection Differential Prs From Customer PLC","Wellhead #2 Injection Flow Rate From Customer PLC","Wellhead #2 Injection Static Pressure From Customer PLC","Wellhead #2 Injection Temp From Customer PLC","WellHead #2 Running Status","Wellhead #2 Setpoint From Customer PLC","Wellhead #2 Yesterday's Total Flow","Wellhead #2 Yesterdays Total Flow","Wellhead #3 Calculated Desired Flow","Wellhead #3 Injection Differential Prs From Customer PLC","Wellhead #3 Injection Flow Rate From Customer PLC","Wellhead #3 Injection Static Pressure From Customer PLC","Wellhead #3 Injection Temp From Customer PLC","WellHead #3 Running Status","Wellhead #3 Setpoint From Customer PLC","Wellhead #3 Yesterday's Total Flow","Wellhead #3 Yesterdays Total Flow","Wellhead #4 Calculated Desired Flow","Wellhead #4 Injection Differential Prs From Customer PLC","Wellhead #4 Injection Flow Rate From Customer PLC","Wellhead #4 Injection Static Pressure From Customer PLC","Wellhead #4 Injection Temp From Customer PLC","Wellhead #4 Max Flow Rate","Wellhead #4 PID Flow Release","Wellhead #4 PID Min Output","WellHead #4 Running Status","Wellhead #4 Setpoint From Customer PLC","Wellhead #4 Yesterday's Total Flow","Wellhead #4 Yesterdays Total Flow"
"4/17/2026 07:45:00 AM","","3120","","","5479","Running","Running","","","66","64","71","70","0.815","","","","43","0.816","822","136","","Online","","0.815","0.815","43","0.814","822","135","Online","0.750","","0.815","0.815","45","0.830","821","136","Online","0.800","","0.815","0.735","36","0.749","822","134","","","","Online","0.800","","0.789"
"4/17/2026 07:36:15 AM","Running","3200","1.603","1.603","5479","Running","Running","","","66","64","71","72","0.815","1","1","3","43","0.817","825","137","0.800","Online","","0.815","0.815","44","0.820","825","136","Online","0.750","","0.815","0.815","42","0.805","826","137","Online","0.800","","0.815","0.815","42","0.806","826","135","0.800","0.000","65","Online","0.800","","0.789"
"4/17/2026 07:23:33 AM","","3137","","","5479","Running","Running","","","67","64","72","71","0.800","","","","45","0.821","802","136","","Online","","0.815","0.800","45","0.823","802","135","Online","0.750","","0.815","0.800","45","0.821","801","136","Online","0.800","","0.815","0.739","37","0.749","802","134","","","","Online","0.800","","0.789"
"4/17/2026 07:08:33 AM","","3110","","","5479","Running","Running","","","66","64","71","70","0.820","","","","44","0.814","815","137","","Online","","0.815","0.820","44","0.814","815","136","Online","0.750","","0.815","0.820","44","0.817","815","137","Online","0.800","","0.815","0.710","34","0.720","815","135","","","","Online","0.800","","0.789"
"4/17/2026 06:53:33 AM","","3150","","","5478","Running","Running","","","67","65","71","72","0.835","","","","45","0.824","814","139","","Online","","0.815","0.835","45","0.829","813","138","Online","0.750","","0.815","0.835","47","0.840","813","139","Online","0.800","","0.815","0.785","40","0.778","813","138","","","","Online","0.800","","0.789"
"4/17/2026 06:38:33 AM","","3040","","","5478","Running","Running","","","66","64","71","67","0.815","","","","44","0.816","819","137","","Online","","0.815","0.815","43","0.815","815","136","Online","0.750","","0.815","0.815","44","0.817","815","136","Online","0.800","","0.815","0.655","25","0.629","816","133","","","","Online","0.800","","0.789"
"4/17/2026 06:23:33 AM","","2990","","","5478","Running","Running","","","66","64","71","67","0.825","","","","44","0.821","821","137","","Online","","0.815","0.825","44","0.819","821","136","Online","0.750","","0.815","0.825","42","0.803","821","136","Online","0.800","","0.815","0.615","25","0.621","821","133","","","","Online","0.800","","0.789"
"4/17/2026 06:08:33 AM","","3100","","","5478","Running","Running","","","67","64","72","71","0.835","","","","45","0.819","813","139","","Online","","0.815","0.835","45","0.823","812","138","Online","0.750","","0.815","0.835","46","0.831","813","139","Online","0.800","","0.815","0.735","36","0.742","812","138","","","","Online","0.800","","0.789"
"4/17/2026 05:53:33 AM","","3210","","","5477","Running","Running","","","66","64","71","72","0.815","","","","43","0.814","824","139","","Online","","0.815","0.815","43","0.817","824","138","Online","0.750","","0.815","0.815","43","0.815","824","138","Online","0.800","","0.815","0.815","45","0.836","824","138","","","","Online","0.800","","0.789"
"4/17/2026 05:38:33 AM","","3260","","","5477","Running","Running","","","67","65","72","74","0.840","","","","46","0.825","804","140","","Online","","0.815","0.840","47","0.833","804","139","Online","0.750","","0.815","0.840","45","0.825","804","139","Online","0.800","","0.815","0.890","47","0.834","804","139","","","","Online","0.800","","0.789"
"4/17/2026 05:23:33 AM","","3180","","","5477","Running","Running","","","66","64","71","72","0.815","","","","44","0.813","816","138","","Online","","0.815","0.815","44","0.814","816","137","Online","0.750","","0.815","0.815","42","0.802","816","138","Online","0.800","","0.815","0.795","41","0.796","817","137","","","","Online","0.800","","0.789"
"4/17/2026 05:08:33 AM","","3140","","","5477","Running","Running","","","66","64","71","71","0.805","","","","44","0.814","806","138","","Online","","0.815","0.805","43","0.803","806","137","Online","0.750","","0.815","0.805","43","0.804","806","138","Online","0.800","","0.815","0.745","37","0.752","804","137","","","","Online","0.800","","0.789"
"4/17/2026 04:53:33 AM","","3030","","","5476","Running","Running","","","66","64","71","68","0.820","","","","44","0.815","822","139","","Online","","0.815","0.820","43","0.814","822","138","Online","0.750","","0.815","0.820","45","0.833","822","138","Online","0.800","","0.815","0.650","27","0.646","822","136","","","","Online","0.800","","0.789"
"4/17/2026 04:38:33 AM","","3090","","","5476","Running","Running","","","67","64","72","70","0.835","","","","45","0.819","806","138","","Online","","0.815","0.835","45","0.825","805","137","Online","0.750","","0.815","0.835","48","0.845","805","138","Online","0.800","","0.815","0.725","34","0.722","805","136","","","","Online","0.800","","0.789"
"4/17/2026 04:23:33 AM","","3120","","","5476","Running","Running","","","66","64","71","70","0.810","","","","43","0.809","814","136","","Online","","0.815","0.810","43","0.811","814","135","Online","0.750","","0.815","0.810","44","0.824","814","135","Online","0.800","","0.815","0.720","35","0.737","814","134","","","","Online","0.800","","0.789"
"4/17/2026 04:08:33 AM","","3120","","","5476","Running","Running","","","66","64","71","70","0.820","","","","44","0.813","812","138","","Online","","0.815","0.820","44","0.813","812","137","Online","0.750","","0.815","0.820","46","0.835","812","137","Online","0.800","","0.815","0.740","35","0.728","812","136","","","","Online","0.800","","0.789"
"4/17/2026 03:53:33 AM","","3240","","","5475","Running","Running","","","67","65","72","74","0.845","","","","46","0.832","806","139","","Online","","0.815","0.845","46","0.831","805","137","Online","0.750","","0.815","0.845","46","0.834","809","138","Online","0.800","","0.815","0.885","49","0.858","809","137","","","","Online","0.800","","0.789"
"4/17/2026 03:38:33 AM","","3170","","","5475","Running","Running","","","66","64","71","71","0.810","","","","44","0.813","807","137","","Online","","0.815","0.810","44","0.811","807","136","Online","0.750","","0.815","0.810","43","0.806","807","136","Online","0.800","","0.815","0.780","40","0.775","807","135","","","","Online","0.800","","0.789"
"4/17/2026 03:23:33 AM","","3120","","","5475","Running","Running","","","66","64","71","70","0.820","","","","43","0.812","814","137","","Online","","0.815","0.820","43","0.814","814","136","Online","0.750","","0.815","0.820","44","0.819","814","136","Online","0.800","","0.815","0.740","36","0.741","814","135","","","","Online","0.800","","0.789"
"4/17/2026 03:08:33 AM","","3174","","","5475","Running","Running","","","67","65","72","72","0.845","","","","46","0.828","805","138","","Online","","0.815","0.845","46","0.833","804","137","Online","0.750","","0.815","0.845","45","0.823","804","138","Online","0.800","","0.815","0.815","43","0.802","804","136","","","","Online","0.800","","0.789"
"4/17/2026 02:53:33 AM","","3170","","","5474","Running","Running","","","66","64","71","72","0.825","","","","44","0.818","816","138","","Online","","0.815","0.825","44","0.820","815","136","Online","0.750","","0.815","0.825","44","0.816","816","137","Online","0.800","","0.815","0.805","39","0.777","816","136","","","","Online","0.800","","0.789"
"4/17/2026 02:38:33 AM","","3212","","","5474","Running","Running","","","67","65","72","73","0.800","","","","46","0.827","801","139","","Online","","0.815","0.800","46","0.832","801","138","Online","0.750","","0.815","0.800","46","0.831","806","138","Online","0.800","","0.815","0.800","46","0.830","806","137","","","","Online","0.800","","0.789"
"4/17/2026 02:23:33 AM","","3230","","","5474","Running","Running","","","66","64","71","73","0.830","","","","44","0.824","821","138","","Online","","0.815","0.830","44","0.823","822","136","Online","0.750","","0.815","0.830","43","0.814","821","137","Online","0.800","","0.815","0.830","46","0.844","821","136","","","","Online","0.800","","0.789"
"4/17/2026 02:08:33 AM","","3120","","","5474","Running","Running","","","66","64","71","70","0.825","","","","44","0.819","824","138","","Online","","0.815","0.825","43","0.818","824","136","Online","0.750","","0.815","0.825","43","0.813","824","137","Online","0.800","","0.815","0.745","36","0.745","824","136","","","","Online","0.800","","0.789"
"4/17/2026 01:53:33 AM","","3200","","","5473","Running","Running","","","67","65","72","73","0.830","","","","45","0.818","808","138","","Online","","0.815","0.830","45","0.826","807","136","Online","0.750","","0.815","0.830","43","0.809","807","137","Online","0.800","","0.815","0.830","42","0.799","808","136","","","","Online","0.800","","0.789"
"4/17/2026 01:38:33 AM","","3190","","","5473","Running","Running","","","66","64","71","72","0.815","","","","44","0.816","819","137","","Online","","0.815","0.815","44","0.815","815","136","Online","0.750","","0.815","0.815","43","0.809","815","136","Online","0.800","","0.815","0.805","43","0.812","815","136","","","","Online","0.800","","0.789"
"4/17/2026 01:23:33 AM","","3240","","","5473","Running","Running","","","66","64","71","72","0.810","","","","44","0.816","821","138","","Online","","0.815","0.810","44","0.818","822","137","Online","0.750","","0.815","0.810","44","0.826","822","137","Online","0.800","","0.815","0.810","44","0.823","822","136","","","","Online","0.800","","0.789"
"4/17/2026 01:08:33 AM","","3200","","","5473","Running","Running","","","67","65","72","73","0.840","","","","46","0.828","808","139","","Online","","0.815","0.840","46","0.830","807","137","Online","0.750","","0.815","0.840","46","0.830","807","138","Online","0.800","","0.815","0.840","46","0.831","807","137","","","","Online","0.800","","0.789"
"4/17/2026 12:53:33 AM","","3230","","","5472","Running","Running","","","66","64","71","73","0.820","","","","44","0.817","820","139","","Online","","0.815","0.820","44","0.818","820","138","Online","0.750","","0.815","0.820","45","0.833","820","138","Online","0.800","","0.815","0.850","47","0.845","820","138","","","","Online","0.800","","0.789"
"4/17/2026 12:38:33 AM","","3182","","","5472","Running","Running","","","67","65","72","72","0.835","","","","45","0.824","806","137","","Online","","0.815","0.835","46","0.828","806","136","Online","0.750","","0.815","0.835","46","0.835","805","136","Online","0.800","","0.815","0.805","42","0.792","805","136","","","","Online","0.800","","0.789"
"4/17/2026 12:23:33 AM","","3200","","","5472","Running","Running","","","66","64","71","72","0.805","","","","44","0.813","808","138","","Online","","0.815","0.810","44","0.810","808","137","Online","0.750","","0.815","0.810","43","0.806","808","137","Online","0.800","","0.815","0.810","43","0.810","808","136","","","","Online","0.800","","0.789"
"4/17/2026 12:08:33 AM","","3130","","","5472","Running","Running","","","66","64","71","71","0.820","","","","44","0.814","816","139","","Online","","0.815","0.820","44","0.814","815","138","Online","0.750","","0.815","0.820","43","0.811","818","138","Online","0.800","","0.815","0.750","37","0.750","818","136","","","","Online","0.800","","0.795"
"4/16/2026 11:53:33 PM","","3160","","","5471","Running","Running","","","67","64","72","72","0.830","","","","45","0.823","815","140","","Online","","0.810","0.830","45","0.823","814","139","Online","0.750","","0.809","0.830","47","0.842","813","139","Online","0.800","","0.817","0.790","41","0.787","813","139","","","","Online","0.800","","0.795"
"4/16/2026 11:38:33 PM","","3190","","","5471","Running","Running","","","66","64","71","72","0.820","","","","44","0.821","824","142","","Online","","0.810","0.820","44","0.818","824","141","Online","0.750","","0.809","0.820","44","0.819","824","142","Online","0.800","","0.817","0.810","42","0.802","824","141","","","","Online","0.800","","0.795"
"4/16/2026 11:23:33 PM","","3280","","","5471","Running","Running","","","67","64","71","74","0.800","","","","44","0.805","800","144","","Online","","0.810","0.800","44","0.805","800","143","Online","0.750","","0.809","0.800","45","0.811","800","143","Online","0.800","","0.817","0.870","49","0.851","800","143","","","","Online","0.800","","0.795"
"4/16/2026 11:08:33 PM","","3120","","","5471","Running","Running","","","67","65","72","71","0.835","","","","45","0.818","812","143","","Online","","0.810","0.835","46","0.825","811","142","Online","0.750","","0.809","0.835","46","0.830","811","142","Online","0.800","","0.817","0.755","37","0.743","811","143","","","","Online","0.800","","0.795"
"4/16/2026 10:53:33 PM","","3110","","","5470","Running","Running","","","67","64","71","70","0.805","","","","45","0.813","806","141","","Online","","0.810","0.805","44","0.811","806","140","Online","0.750","","0.809","0.805","42","0.793","806","140","Online","0.800","","0.817","0.715","36","0.736","807","139","","","","Online","0.800","","0.795"
"4/16/2026 10:38:33 PM","","3190","","","5470","Running","Running","","","66","64","71","72","0.820","","","","44","0.817","823","142","","Online","","0.810","0.820","44","0.815","823","141","Online","0.750","","0.809","0.820","42","0.800","823","141","Online","0.800","","0.817","0.810","42","0.800","823","141","","","","Online","0.800","","0.795"
"4/16/2026 10:23:33 PM","","3170","","","5470","Running","Running","","","67","64","72","72","0.830","","","","45","0.823","807","140","","Online","","0.810","0.830","45","0.823","807","138","Online","0.750","","0.809","0.830","46","0.833","806","139","Online","0.800","","0.817","0.800","41","0.786","806","138","","","","Online","0.800","","0.795"
"4/16/2026 10:08:33 PM","","3160","","","5470","Running","Running","","","66","64","71","72","0.815","","","","44","0.818","820","141","","Online","","0.810","0.815","44","0.820","820","139","Online","0.750","","0.809","0.815","42","0.805","820","139","Online","0.800","","0.817","0.775","41","0.790","820","139","","","","Online","0.800","","0.795"
"4/16/2026 09:53:33 PM","","3200","","","5469","Running","Running","","","67","65","72","73","0.840","","","","45","0.818","809","142","","Online","","0.810","0.840","46","0.825","809","141","Online","0.750","","0.809","0.840","48","0.840","807","142","Online","0.800","","0.817","0.840","45","0.823","807","141","","","","Online","0.800","","0.795"
"4/16/2026 09:38:33 PM","","3160","","","5469","Running","Running","","","66","64","71","72","0.815","","","","44","0.816","816","143","","Online","","0.810","0.815","44","0.811","816","141","Online","0.750","","0.809","0.815","42","0.797","816","142","Online","0.800","","0.817","0.775","40","0.778","816","142","","","","Online","0.800","","0.795"
"4/16/2026 09:23:33 PM","","3130","","","5469","Running","Running","","","66","64","71","71","0.805","","","","44","0.812","808","141","","Online","","0.810","0.805","43","0.806","808","139","Online","0.750","","0.809","0.805","41","0.786","808","140","Online","0.800","","0.817","0.725","38","0.759","808","139","","","","Online","0.800","","0.795"
"4/16/2026 09:08:33 PM","","3180","","","5469","Running","Running","","","66","64","71","71","0.820","","","","44","0.819","821","139","","Online","","0.810","0.820","44","0.817","821","138","Online","0.750","","0.809","0.820","43","0.808","821","138","Online","0.800","","0.817","0.800","40","0.785","821","137","","","","Online","0.800","","0.795"
"4/16/2026 08:53:33 PM","","3110","","","5468","Running","Running","","","66","64","71","70","0.820","","","","44","0.817","821","138","","Online","","0.810","0.820","43","0.816","821","136","Online","0.750","","0.809","0.820","43","0.812","821","137","Online","0.800","","0.817","0.750","37","0.753","821","136","","","","Online","0.800","","0.795"
"4/16/2026 08:38:33 PM","","3210","","","5468","Running","Running","","","67","64","72","73","0.835","","","","45","0.823","813","138","","Online","","0.810","0.835","45","0.827","812","137","Online","0.750","","0.809","0.835","43","0.808","812","137","Online","0.800","","0.817","0.835","45","0.823","812","136","","","","Online","0.800","","0.795"
"4/16/2026 08:23:33 PM","","3180","","","5468","Running","Running","","","66","64","71","72","0.815","","","","44","0.817","824","138","","Online","","0.810","0.815","44","0.821","823","137","Online","0.750","","0.809","0.815","45","0.833","823","137","Online","0.800","","0.817","0.795","40","0.788","823","135","","","","Online","0.800","","0.795"
"4/16/2026 08:08:33 PM","","3150","","","5468","Running","Running","","","67","64","71","71","0.830","","","","45","0.821","809","138","","Online","","0.810","0.830","45","0.824","808","137","Online","0.750","","0.809","0.830","43","0.807","808","137","Online","0.800","","0.817","0.780","39","0.772","808","136","","","","Online","0.800","","0.795"
"4/16/2026 07:53:33 PM","","3100","","","5467","Running","Running","","","67","64","71","70","0.835","","","","46","0.824","806","141","","Online","","0.810","0.835","46","0.826","806","139","Online","0.750","","0.809","0.835","47","0.834","805","140","Online","0.800","","0.817","0.735","35","0.727","805","138","","","","Online","0.800","","0.795"
"4/16/2026 07:38:33 PM","","3180","","","5467","Running","Running","","","66","64","71","72","0.810","","","","44","0.812","814","143","","Online","","0.810","0.810","44","0.810","814","141","Online","0.750","","0.809","0.810","44","0.811","813","141","Online","0.800","","0.817","0.790","42","0.795","814","141","","","","Online","0.800","","0.795"
"4/16/2026 07:23:33 PM","","3170","","","5467","Running","Running","","","67","64","71","72","0.825","","","","45","0.823","815","143","","Online","","0.810","0.825","45","0.820","815","141","Online","0.750","","0.809","0.825","45","0.825","815","142","Online","0.800","","0.817","0.810","40","0.780","814","141","","","","Online","0.800","","0.795"
"4/16/2026 07:08:33 PM","","3114","","","5467","Running","Running","","","67","64","71","70","0.800","","","","45","0.810","802","143","","Online","","0.810","0.800","46","0.824","802","142","Online","0.750","","0.809","0.800","46","0.827","802","142","Online","0.800","","0.817","0.714","35","0.718","802","142","","","","Online","0.800","","0.795"
"4/16/2026 06:53:33 PM","","3190","","","5466","Running","Running","","","67","64","71","73","0.835","","","","46","0.822","809","145","","Online","","0.810","0.835","46","0.830","809","143","Online","0.750","","0.809","0.835","46","0.839","808","144","Online","0.800","","0.817","0.825","45","0.815","812","144","","","","Online","0.800","","0.795"
"4/16/2026 06:38:33 PM","","3218","","","5466","Running","Running","","","67","64","71","73","0.800","","","","46","0.003","800","145","","Online","","0.810","0.800","45","0.812","801","143","Online","0.750","","0.809","0.800","42","0.786","801","144","Online","0.800","","0.817","0.819","45","0.809","801","144","","","","Online","0.800","","0.795"
"4/16/2026 06:23:33 PM","","3160","","","5466","Running","Running","","","66","64","71","71","0.810","","","","45","0.811","813","145","","Online","","0.810","0.810","44","0.809","812","144","Online","0.750","","0.809","0.810","41","0.779","813","144","Online","0.800","","0.817","0.770","40","0.777","813","144","","","","Online","0.800","","0.795"
"4/16/2026 06:08:33 PM","","3160","","","5466","Running","Running","","","67","64","71","72","0.805","","","","45","0.812","801","146","","Online","","0.810","0.805","45","0.811","800","144","Online","0.750","","0.809","0.805","42","0.784","801","145","Online","0.800","","0.817","0.765","42","0.780","802","145","","","","Online","0.800","","0.795"
"4/16/2026 05:53:33 PM","","3220","","","5465","Running","Running","","","66","64","71","73","0.810","","","","45","0.808","808","147","","Online","","0.810","0.810","44","0.809","808","145","Online","0.750","","0.809","0.810","43","0.794","808","145","Online","0.800","","0.817","0.820","45","0.818","808","145","","","","Online","0.800","","0.795"
"4/16/2026 05:38:33 PM","","3230","","","5465","Running","Running","","","67","64","71","73","0.840","","","","47","0.828","808","149","","Online","","0.810","0.840","47","0.834","807","147","Online","0.750","","0.809","0.840","46","0.820","807","147","Online","0.800","","0.817","0.840","48","0.837","810","147","","","","Online","0.800","","0.795"
"4/16/2026 05:23:33 PM","","3171","","","5465","Running","Running","","","67","64","71","72","0.800","","","","46","0.813","801","148","","Online","","0.810","0.800","45","0.813","801","147","Online","0.750","","0.809","0.800","45","0.810","801","147","Online","0.800","","0.817","0.773","41","0.774","801","147","","","","Online","0.800","","0.795"
"4/16/2026 05:08:33 PM","","3130","","","5465","Running","Running","","","67","64","71","71","0.825","","","","46","0.819","811","148","","Online","","0.810","0.825","46","0.824","811","146","Online","0.750","","0.809","0.825","45","0.814","811","147","Online","0.800","","0.817","0.755","38","0.750","811","147","","","","Online","0.800","","0.795"
"4/16/2026 04:53:33 PM","","3200","","","5464","Running","Running","","","67","64","71","73","0.815","","","","45","0.814","808","148","","Online","","0.810","0.815","45","0.811","808","146","Online","0.750","","0.809","0.815","45","0.811","808","147","Online","0.800","","0.817","0.825","46","0.820","808","147","","","","Online","0.800","","0.795"
"4/16/2026 04:38:33 PM","","3205","","","5464","Running","Running","","","67","64","71","72","0.800","","","","46","0.814","800","149","","Online","","0.810","0.800","46","0.816","800","147","Online","0.750","","0.809","0.800","48","0.828","799","148","Online","0.800","","0.817","0.800","44","0.799","799","148","","","","Online","0.800","","0.795"
"4/16/2026 04:23:33 PM","","3220","","","5464","Running","Running","","","67","64","71","73","0.805","","","","45","0.807","806","149","","Online","","0.810","0.805","44","0.804","805","147","Online","0.750","","0.809","0.805","46","0.818","805","148","Online","0.800","","0.817","0.825","48","0.839","806","148","","","","Online","0.800","","0.795"
"4/16/2026 04:08:33 PM","","3150","","","5464","Running","Running","","","67","64","71","71","0.810","","","","45","0.808","807","150","","Online","","0.810","0.810","44","0.805","807","148","Online","0.750","","0.809","0.810","46","0.818","807","149","Online","0.800","","0.817","0.760","39","0.755","806","148","","","","Online","0.800","","0.795"
"4/16/2026 03:53:33 PM","","3170","","","5463","Running","Running","","","67","64","71","72","0.825","","","","46","0.818","805","150","","Online","","0.810","0.825","46","0.817","805","148","Online","0.750","","0.809","0.825","46","0.815","805","149","Online","0.800","","0.817","0.785","41","0.769","804","149","","","","Online","0.800","","0.795"
"4/16/2026 03:38:33 PM","","3150","","","5463","Running","Running","","","67","64","71","71","0.825","","","","45","0.815","816","149","","Online","","0.810","0.825","45","0.814","816","148","Online","0.750","","0.809","0.825","44","0.808","816","148","Online","0.800","","0.817","0.785","41","0.778","816","149","","","","Online","0.800","","0.795"
"4/16/2026 03:23:33 PM","","3229","","","5463","Running","Running","","","67","64","71","73","0.800","","","","46","0.815","798","148","","Online","","0.810","0.800","46","0.812","798","147","Online","0.750","","0.809","0.800","45","0.806","798","147","Online","0.800","","0.817","0.830","49","0.839","798","149","","","","Online","0.800","","0.795"
"4/16/2026 03:08:33 PM","","3216","","","5463","Running","Running","","","67","64","71","73","0.800","","","","46","0.815","799","151","","Online","","0.810","0.800","46","0.817","799","149","Online","0.750","","0.809","0.800","46","0.815","801","150","Online","0.800","","0.817","0.800","46","0.818","801","151","","","","Online","0.800","","0.795"
